"Week of";"Commits"
"2011-10-30";0
"2011-11-06";5
"2011-11-13";4
"2011-11-20";10
"2011-11-27";1
"2011-12-04";0
"2011-12-11";0
"2011-12-18";0
"2011-12-25";0
"2012-01-01";0
"2012-01-08";0
"2012-01-15";0
"2012-01-22";0
"2012-01-29";1
"2012-02-05";0
"2012-02-12";0
"2012-02-19";0
"2012-02-26";0
"2012-03-04";0
"2012-03-11";0
"2012-03-18";0
"2012-03-25";0
"2012-04-01";0
"2012-04-08";0
"2012-04-15";0
"2012-04-22";0
"2012-04-29";2
"2012-05-06";3
"2012-05-13";0
"2012-05-20";0
"2012-05-27";0
"2012-06-03";0
"2012-06-10";1
"2012-06-17";0
"2012-06-24";0
"2012-07-01";0
"2012-07-08";3
"2012-07-15";5
"2012-07-22";0
"2012-07-29";0
"2012-08-05";6
"2012-08-12";3
"2012-08-19";0
"2012-08-26";0
"2012-09-02";0
"2012-09-09";0
"2012-09-16";0
"2012-09-23";2
"2012-09-30";8
"2012-10-07";4
"2012-10-14";2
"2012-10-21";0
"2012-10-28";0
"2012-11-04";8
"2012-11-11";0
"2012-11-18";0
"2012-11-25";2
"2012-12-02";0
"2012-12-09";2
"2012-12-16";0
"2012-12-23";0
"2012-12-30";11
"2013-01-06";0
"2013-01-13";0
"2013-01-20";1
"2013-01-27";0
"2013-02-03";0
"2013-02-10";0
"2013-02-17";0
"2013-02-24";0
"2013-03-03";0
"2013-03-10";2
"2013-03-17";16
"2013-03-24";17
"2013-03-31";20
"2013-04-07";0
"2013-04-14";2
"2013-04-21";0
"2013-04-28";1
"2013-05-05";0
"2013-05-12";0
"2013-05-19";1
"2013-05-26";0
"2013-06-02";0
"2013-06-09";0
"2013-06-16";3
"2013-06-23";1
"2013-06-30";0
"2013-07-07";0
"2013-07-14";2
"2013-07-21";1
"2013-07-28";4
"2013-08-04";0
"2013-08-11";0
"2013-08-18";1
"2013-08-25";6
"2013-09-01";0
"2013-09-08";0
"2013-09-15";0
"2013-09-22";0
"2013-09-29";0
"2013-10-06";0
"2013-10-13";0
"2013-10-20";1
"2013-10-27";1
"2013-11-03";1
"2013-11-10";1
"2013-11-17";6
"2013-11-24";6
"2013-12-01";1
"2013-12-08";1
"2013-12-15";10
"2013-12-22";0
"2013-12-29";6
"2014-01-05";3
"2014-01-12";2
"2014-01-19";1
"2014-01-26";1
"2014-02-02";0
"2014-02-09";3
"2014-02-16";0
"2014-02-23";10
"2014-03-02";0
"2014-03-09";0
"2014-03-16";0
"2014-03-23";0
"2014-03-30";0
"2014-04-06";0
"2014-04-13";0
"2014-04-20";4
"2014-04-27";3
"2014-05-04";23
"2014-05-11";10
"2014-05-18";5
"2014-05-25";0
"2014-06-01";2
"2014-06-08";1
"2014-06-15";0
"2014-06-22";0
"2014-06-29";0
"2014-07-06";2
"2014-07-13";0
"2014-07-20";1
"2014-07-27";0
"2014-08-03";2
"2014-08-10";4
"2014-08-17";0
"2014-08-24";3
"2014-08-31";1
"2014-09-07";1
"2014-09-14";1
"2014-09-21";1
"2014-09-28";1
"2014-10-05";3
"2014-10-12";12
"2014-10-19";1
"2014-10-26";1
"2014-11-02";0
"2014-11-09";2
"2014-11-16";2
"2014-11-23";2
"2014-11-30";1
"2014-12-07";0
"2014-12-14";4
"2014-12-21";0
"2014-12-28";0
"2015-01-04";0
"2015-01-11";4
"2015-01-18";0
"2015-01-25";38
"2015-02-01";22
"2015-02-08";1
"2015-02-15";7
"2015-02-22";8
"2015-03-01";7
"2015-03-08";9
"2015-03-15";5
"2015-03-22";5
"2015-03-29";0
"2015-04-05";0
"2015-04-12";3
"2015-04-19";1
"2015-04-26";1
"2015-05-03";1
"2015-05-10";5
"2015-05-17";14
"2015-05-24";6
"2015-05-31";5
"2015-06-07";11
"2015-06-14";0
"2015-06-21";9
"2015-06-28";3
"2015-07-05";4
"2015-07-12";2
"2015-07-19";2
"2015-07-26";39
"2015-08-02";10
"2015-08-09";10
"2015-08-16";3
"2015-08-23";0
"2015-08-30";6
"2015-09-06";7
"2015-09-13";0
"2015-09-20";4
"2015-09-27";3
"2015-10-04";9
"2015-10-11";8
"2015-10-18";5
"2015-10-25";6
"2015-11-01";0
"2015-11-08";5
"2015-11-15";4
"2015-11-22";7
"2015-11-29";15
"2015-12-06";14
"2015-12-13";5
"2015-12-20";3
"2015-12-27";0
"2016-01-03";2
"2016-01-10";3
"2016-01-17";4
"2016-01-24";11
"2016-01-31";7
"2016-02-07";100
"2016-02-14";48
"2016-02-21";37
"2016-02-28";51
"2016-03-06";28
"2016-03-13";18
"2016-03-20";22
"2016-03-27";6
"2016-04-03";20
"2016-04-10";11
"2016-04-17";12
"2016-04-24";41
"2016-05-01";17
"2016-05-08";4
"2016-05-15";19
"2016-05-22";26
"2016-05-29";27
"2016-06-05";6
"2016-06-12";12
"2016-06-19";0
"2016-06-26";8
"2016-07-03";5
"2016-07-10";5
"2016-07-17";10
"2016-07-24";11
"2016-07-31";82
"2016-08-07";9
"2016-08-14";3
"2016-08-21";11
"2016-08-28";4
"2016-09-04";2
"2016-09-11";4
"2016-09-18";12
"2016-09-25";1
"2016-10-02";0
"2016-10-09";4
"2016-10-16";1
"2016-10-23";6
"2016-10-30";5
"2016-11-06";6
"2016-11-13";3
"2016-11-20";14
"2016-11-27";12
"2016-12-04";15
"2016-12-11";12
"2016-12-18";13
"2016-12-25";0
"2017-01-01";4
"2017-01-08";5
"2017-01-15";2
"2017-01-22";0
"2017-01-29";7
"2017-02-05";3
"2017-02-12";3
"2017-02-19";15
"2017-02-26";2
"2017-03-05";0
"2017-03-12";57
"2017-03-19";2
"2017-03-26";3
"2017-04-02";1
"2017-04-09";1
"2017-04-16";3
"2017-04-23";4
"2017-04-30";8
"2017-05-07";4
"2017-05-14";0
"2017-05-21";0
"2017-05-28";0
"2017-06-04";0
"2017-06-11";1
"2017-06-18";2
"2017-06-25";3
"2017-07-02";2
"2017-07-09";1
"2017-07-16";5
"2017-07-23";7
"2017-07-30";56
"2017-08-06";81
"2017-08-13";4
"2017-08-20";72
"2017-08-27";29
"2017-09-03";7
"2017-09-10";21
"2017-09-17";9
"2017-09-24";8
"2017-10-01";18
"2017-10-08";42
"2017-10-15";34
"2017-10-22";25
"2017-10-29";4
"2017-11-05";14
"2017-11-12";19
"2017-11-19";12
"2017-11-26";8
"2017-12-03";12
"2017-12-10";7
"2017-12-17";6
"2017-12-24";0
"2017-12-31";7
"2018-01-07";4
"2018-01-14";17
"2018-01-21";5
"2018-01-28";8
"2018-02-04";9
"2018-02-11";8
"2018-02-18";7
"2018-02-25";3
"2018-03-04";68
"2018-03-11";1
"2018-03-18";4
"2018-03-25";0
"2018-04-01";0
"2018-04-08";5
"2018-04-15";0
"2018-04-22";3
"2018-04-29";3
"2018-05-06";7
"2018-05-13";21
"2018-05-20";27
"2018-05-27";17
"2018-06-03";16
"2018-06-10";8
"2018-06-17";8
"2018-06-24";13
"2018-07-01";10
"2018-07-08";9
"2018-07-15";6
"2018-07-22";13
"2018-07-29";18
"2018-08-05";9
"2018-08-12";14
"2018-08-19";38
"2018-08-26";3
"2018-09-02";5
"2018-09-09";1
"2018-09-16";0
"2018-09-23";12
"2018-09-30";6
"2018-10-07";22
"2018-10-14";2
"2018-10-21";10
"2018-10-28";4
"2018-11-04";9
"2018-11-11";4
"2018-11-18";1
"2018-11-25";8
"2018-12-02";4
"2018-12-09";1
"2018-12-16";0
"2018-12-23";0
"2018-12-30";8
"2019-01-06";6
"2019-01-13";3
"2019-01-20";9
"2019-01-27";6
"2019-02-03";10
"2019-02-10";5
"2019-02-17";10
"2019-02-24";8
"2019-03-03";13
"2019-03-10";78
"2019-03-17";17
"2019-03-24";5
"2019-03-31";9
"2019-04-07";13
"2019-04-14";0
"2019-04-21";14
"2019-04-28";4
"2019-05-05";7
"2019-05-12";1
"2019-05-19";1
"2019-05-26";4
"2019-06-02";6
"2019-06-09";3
"2019-06-16";0
"2019-06-23";3
"2019-06-30";11
"2019-07-07";10
"2019-07-14";11
"2019-07-21";9
"2019-07-28";82
"2019-08-04";47
"2019-08-11";5
"2019-08-18";60
"2019-08-25";3
"2019-09-01";12
"2019-09-08";50
"2019-09-15";47
"2019-09-22";8
"2019-09-29";6
"2019-10-06";4
"2019-10-13";30
"2019-10-20";12
"2019-10-27";18
"2019-11-03";6
"2019-11-10";5
"2019-11-17";10
"2019-11-24";3
"2019-12-01";6
"2019-12-08";5
"2019-12-15";2
"2019-12-22";0
"2019-12-29";0
"2020-01-05";1
"2020-01-12";0
"2020-01-19";6
"2020-01-26";5
"2020-02-02";4
"2020-02-09";2
"2020-02-16";53
"2020-02-23";44
"2020-03-01";1
"2020-03-08";0
"2020-03-15";0
"2020-03-22";20
"2020-03-29";2
"2020-04-05";2
"2020-04-12";1
"2020-04-19";2
"2020-04-26";2
"2020-05-03";0
"2020-05-10";1
"2020-05-17";2
"2020-05-24";2
"2020-05-31";1
"2020-06-07";0
"2020-06-14";0
"2020-06-21";1
"2020-06-28";0
"2020-07-05";0
"2020-07-12";1
"2020-07-19";1
"2020-07-26";0
"2020-08-02";0
"2020-08-09";0
"2020-08-16";1
"2020-08-23";0
"2020-08-30";0
"2020-09-06";0
"2020-09-13";0
"2020-09-20";0
"2020-09-27";0
"2020-10-04";5
"2020-10-11";1
"2020-10-18";0
"2020-10-25";6
"2020-11-01";3
"2020-11-08";1
"2020-11-15";0
"2020-11-22";1
"2020-11-29";0
"2020-12-06";1
"2020-12-13";1
"2020-12-20";1
"2020-12-27";4
"2021-01-03";0
"2021-01-10";4
"2021-01-17";0
"2021-01-24";0
"2021-01-31";0
"2021-02-07";0
"2021-02-14";0
"2021-02-21";0
"2021-02-28";0
"2021-03-07";1
"2021-03-14";0
"2021-03-21";0
"2021-03-28";0
"2021-04-04";0
"2021-04-11";0
"2021-04-18";0
"2021-04-25";0
"2021-05-02";0
"2021-05-09";0
"2021-05-16";0
"2021-05-23";0
"2021-05-30";9
"2021-06-06";0
"2021-06-13";36
"2021-06-20";7
"2021-06-27";0
"2021-07-04";0
"2021-07-11";0
"2021-07-18";0
"2021-07-25";0
"2021-08-01";1
"2021-08-08";0
"2021-08-15";0
"2021-08-22";0
"2021-08-29";0
"2021-09-05";0
"2021-09-12";0
"2021-09-19";0
"2021-09-26";0
"2021-10-03";0
"2021-10-10";0
"2021-10-17";3
"2021-10-24";0
"2021-10-31";0
"2021-11-07";0
"2021-11-14";0
"2021-11-21";0
"2021-11-28";0
"2021-12-05";0
"2021-12-12";0
"2021-12-19";0
"2021-12-26";0
"2022-01-02";0
"2022-01-09";0
"2022-01-16";0
"2022-01-23";0
"2022-01-30";0
"2022-02-06";0
"2022-02-13";0
"2022-02-20";0
"2022-02-27";0
"2022-03-06";0
"2022-03-13";0
"2022-03-20";0
"2022-03-27";0
"2022-04-03";0
"2022-04-10";0
"2022-04-17";0
"2022-04-24";0
"2022-05-01";0
"2022-05-08";0
"2022-05-15";0
"2022-05-22";0
"2022-05-29";0
"2022-06-05";0
"2022-06-12";0
"2022-06-19";0
"2022-06-26";0
"2022-07-03";0
"2022-07-10";0
"2022-07-17";0
"2022-07-24";0
"2022-07-31";0
"2022-08-07";0
"2022-08-14";0
"2022-08-21";0
"2022-08-28";0
"2022-09-04";0
"2022-09-11";0
"2022-09-18";0
"2022-09-25";0
"2022-10-02";0
"2022-10-09";0
"2022-10-16";0
"2022-10-23";0
"2022-10-30";0
"2022-11-06";0
"2022-11-13";0
"2022-11-20";0
"2022-11-27";0
"2022-12-04";0
"2022-12-11";0
"2022-12-18";0
"2022-12-25";0
"2023-01-01";0
"2023-01-08";0
"2023-01-15";0
"2023-01-22";0
"2023-01-29";0
"2023-02-05";0
"2023-02-12";0
"2023-02-19";0
"2023-02-26";0
"2023-03-05";0
"2023-03-12";0
"2023-03-19";0
"2023-03-26";0
"2023-04-02";0
"2023-04-09";0
"2023-04-16";0
"2023-04-23";0
"2023-04-30";0
"2023-05-07";0
"2023-05-14";0
"2023-05-21";0
"2023-05-28";0
"2023-06-04";0
"2023-06-11";0
"2023-06-18";0
"2023-06-25";0
"2023-07-02";0
"2023-07-09";0
"2023-07-16";0
"2023-07-23";0
"2023-07-30";0
"2023-08-06";0
"2023-08-13";0
"2023-08-20";0
"2023-08-27";0
"2023-09-03";0
"2023-09-10";0
"2023-09-17";0
"2023-09-24";0
"2023-10-01";0
"2023-10-08";0
"2023-10-15";0
"2023-10-22";0
"2023-10-29";0
"2023-11-05";0
"2023-11-12";0
"2023-11-19";0
"2023-11-26";0
"2023-12-03";0
"2023-12-10";0
"2023-12-17";0
"2023-12-24";0
"2023-12-31";0
"2024-01-07";0
"2024-01-14";0
"2024-01-21";0
"2024-01-28";0
"2024-02-04";0
"2024-02-11";0
"2024-02-18";0
"2024-02-25";12
"2024-03-03";0
"2024-03-10";0
"2024-03-17";0
"2024-03-24";0
"2024-03-31";0
"2024-04-07";0
"2024-04-14";0
"2024-04-21";0
"2024-04-28";0
"2024-05-05";0
"2024-05-12";0
"2024-05-19";0
"2024-05-26";0
"2024-06-02";0
"2024-06-09";0
"2024-06-16";0
"2024-06-23";0
"2024-06-30";0
"2024-07-07";0
"2024-07-14";0
"2024-07-21";0
"2024-07-28";0
"2024-08-04";0
"2024-08-11";0
"2024-08-18";0
"2024-08-25";0
"2024-09-01";0
"2024-09-08";0
"2024-09-15";0
"2024-09-22";0
"2024-09-29";0
"2024-10-06";0
"2024-10-13";0
"2024-10-20";0
"2024-10-27";0
"2024-11-03";0
"2024-11-10";0
"2024-11-17";0
"2024-11-24";0
"2024-12-01";0
"2024-12-08";0
"2024-12-15";0
"2024-12-22";0
"2024-12-29";0
"2025-01-05";7
"2025-01-12";18
"2025-01-19";0
"2025-01-26";0
"2025-02-02";0
"2025-02-09";15
"2025-02-16";0
"2025-02-23";2
"2025-03-02";0
"2025-03-09";0
"2025-03-16";0
"2025-03-23";0
"2025-03-30";0
"2025-04-06";0
"2025-04-13";1
"2025-04-20";6
"2025-04-27";0
"2025-05-04";0
"2025-05-11";0
"2025-05-18";0
"2025-05-25";8
"2025-06-01";0
"2025-06-08";2
"2025-06-15";2
"2025-06-22";0
"2025-06-29";0
"2025-07-06";0
"2025-07-13";0
"2025-07-20";0
"2025-07-27";0
"2025-08-03";0
"2025-08-10";0
"2025-08-17";0
"2025-08-24";0
"2025-08-31";0
"2025-09-07";0
"2025-09-14";0
"2025-09-21";0
"2025-09-28";0
"2025-10-05";0
"2025-10-12";0
"2025-10-19";0
"2025-10-26";0
"2025-11-02";0
"2025-11-09";0
"2025-11-16";0
"2025-11-23";0
"2025-11-30";0
"2025-12-07";0
"2025-12-14";0
"2025-12-21";0
"2025-12-28";0
"2026-01-04";0
"2026-01-11";0
"2026-01-18";0
"2026-01-25";0
"2026-02-01";0
"2026-02-08";0
"2026-02-15";0
"2026-02-22";0
"2026-03-01";0
"2026-03-08";0
"2026-03-15";0
"2026-03-22";0
"2026-03-29";0
"2026-04-05";0
"2026-04-12";0
"2026-04-19";0
"2026-04-26";0
"2026-05-03";0
"2026-05-10";0
